title,author,isbn,call_number,call_prefix,subjects,summary,series,reading_level,ol_summary,ol_subjects,ol_pages,gb_summary,gb_categories,gb_pages,gb_rating,enriched_summary,enriched_subjects,pages
Half brother,"Oppel, Kenneth 1967-",0545229251,F Opp,FIC,Chimpanzees -- Fiction. -- Behavior | Animal communication -- Fiction. | Experiments -- Fiction.,"In 1973, when a renowned Canadian behavioral psychologist pursues his latest research project -- an experiment to determine whether chimpanzees can acquire advanced language skills -- he brings home a baby chimp named Zan and asks his thirteen-year-old son to treat Zan like a little brother.",,Young Adult,,"Human-animal communication|Fiction|Experiments|Chimpanzees|Habits and behavior|History|Juvenile fiction|Behavior|Children's fiction|Chimpanzees, fiction|Animals, habits and behavior, fiction|Canada, history, fiction|Human-animal relationships, fiction|Human-animal relationships|Friendships",375,,,,,"In 1973, when a renowned Canadian behavioral psychologist pursues his latest research project -- an experiment to determine whether chimpanzees can acquire advanced language skills -- he brings home a baby chimp named Zan and asks his thirteen-year-old son to treat Zan like a little brother.","Chimpanzees -- Fiction. -- Behavior | Animal communication -- Fiction. | Experiments -- Fiction.|Human-animal communication|Fiction|Experiments|Chimpanzees|Habits and behavior|History|Juvenile fiction|Behavior|Children's fiction|Chimpanzees, fiction|Animals, habits and behavior, fiction|Canada, history, fiction|Human-animal relationships, fiction|Human-animal relationships|Friendships",375
The Crowfield curse,"Walsh, Pat 1954-",0545229227,F Wal,FIC,Orphans -- Fiction. | Magic -- Fiction. | Secrecy -- Fiction. | Monasteries -- Fiction.,"In 1347, orphan William, 14, a poor servant at an abbey, goes to gather wood and finds a magical creature caught in a trap, leading to a strange mystery of magic, a bitter feud, and ancient secrets.",,4.1,,"Magic|Medieval|Action & Adventure|Blessing and cursing|Secrets|JUVENILE FICTION|Monasteries|Fantasy & Magic|Fiction|Juvenile fiction|Historical|Secrecy|History|Orphans|Good and evil|Children's fiction|Orphans, fiction|Magic, fiction|Great britain, history, fiction",,,,,,"In 1347, orphan William, 14, a poor servant at an abbey, goes to gather wood and finds a magical creature caught in a trap, leading to a strange mystery of magic, a bitter feud, and ancient secrets.","Orphans -- Fiction. | Magic -- Fiction. | Secrecy -- Fiction. | Monasteries -- Fiction.|Magic|Medieval|Action & Adventure|Blessing and cursing|Secrets|JUVENILE FICTION|Monasteries|Fantasy & Magic|Fiction|Juvenile fiction|Historical|Secrecy|History|Orphans|Good and evil|Children's fiction|Orphans, fiction|Magic, fiction|Great britain, history, fiction",
Children of the mind,"Card, Orson Scott",0312853955,F,FIC,"Life on other planets -- Fiction. | Wiggin, Ender (Fictitious character) -- Fiction.","Ender Wiggin's adopted world of Lusitania, with its three sentient species and his oldest friend Jane, a computer intelligence, are threatened by a fleet of ships sent by the Starways Congress, but with the help of two new beings created by Ender's mind, the planet may still be saved.",,860,,"Science Fiction|Fiction|Fiction, science fiction, general|Wiggin, ender (fictitious character), fiction|Ender Wiggin (Fictitious character)|Human-alien encounters|Life on other planets|Space flight|Space warfare|Artificial intelligence|Imaginary wars and battles|American Science fiction",349,,,,,"Ender Wiggin's adopted world of Lusitania, with its three sentient species and his oldest friend Jane, a computer intelligence, are threatened by a fleet of ships sent by the Starways Congress, but with the help of two new beings created by Ender's mind, the planet may still be saved.","Life on other planets -- Fiction. | Wiggin, Ender (Fictitious character) -- Fiction.|Science Fiction|Fiction|Fiction, science fiction, general|Wiggin, ender (fictitious character), fiction|Ender Wiggin (Fictitious character)|Human-alien encounters|Life on other planets|Space flight|Space warfare|Artificial intelligence|Imaginary wars and battles|American Science fiction",349
The Demon King,"Chima, Cinda Williams",1423121368,F Chi,FIC,Wizards -- Fiction | Princesses -- Fiction. | Fantasy fiction,"Relates the intertwining fates of former street gang leader Han Alister and headstrong Princess Raisa, as Han takes possession of an amulet that once belonged to an evil wizard and Raisa uncovers a conspiracy in the Grey Wolf Court.",Seven realms novel,760,,"Fantasy|Wizards|Princesses|Fiction|Children's fiction|Fantasy fiction|Wizards, fiction|Princesses, fiction|New York Times bestseller|nyt:series_books=2011-08-27|Magic|Teen fantasy fiction",528,,,,,"Relates the intertwining fates of former street gang leader Han Alister and headstrong Princess Raisa, as Han takes possession of an amulet that once belonged to an evil wizard and Raisa uncovers a conspiracy in the Grey Wolf Court.","Wizards -- Fiction | Princesses -- Fiction. | Fantasy fiction|Fantasy|Wizards|Princesses|Fiction|Children's fiction|Fantasy fiction|Wizards, fiction|Princesses, fiction|New York Times bestseller|nyt:series_books=2011-08-27|Magic|Teen fantasy fiction",528
The ring of Solomon,"Stroud, Jonathan",1423123727,F Str,FIC,Bartimaeus (Fictitious character) -- Fiction | Magic -- Fiction. | Wizards -- Fiction | Spirits -- Fiction. | Fantasy fiction,"Bartimaeus, a wise-cracking djinni, finds himself in the tenth century and at the court of King Solomon with an unpleasant master and a sinister servant, and gets into trouble with King Solomon's magic ring.",Bartimaeus,5.9,,"Magic|Wizards|Genies|Juvenile fiction|History|Fiction|Bartimaeus (Fictitious character)|Jinn|Fantasy|Fiction, fantasy, historical|Jerusalem, fiction|Djinn|Romans, nouvelles, etc. pour la jeunesse|Histoire|Magia|Novela juvenil|Magos|Genios|Historia",,,,,,"Bartimaeus, a wise-cracking djinni, finds himself in the tenth century and at the court of King Solomon with an unpleasant master and a sinister servant, and gets into trouble with King Solomon's magic ring.","Bartimaeus (Fictitious character) -- Fiction | Magic -- Fiction. | Wizards -- Fiction | Spirits -- Fiction. | Fantasy fiction|Magic|Wizards|Genies|Juvenile fiction|History|Fiction|Bartimaeus (Fictitious character)|Jinn|Fantasy|Fiction, fantasy, historical|Jerusalem, fiction|Djinn|Romans, nouvelles, etc. pour la jeunesse|Histoire|Magia|Novela juvenil|Magos|Genios|Historia",
The mysterious howling,"Wood, Maryrose",9780061791055,F Woo,FIC,Wild children -- Fiction. | Orphans -- Fiction. | Christmas -- Fiction | Parties -- Fiction. | Child care -- Fiction.,"Fifteen-year-old Miss Penelope Lumley, a recent graduate of the Swanburne Academy for Poor Bright Females, is hired as governess to three young children who have been raised by wolves and must teach them to behave in a civilized manner quickly, in preparation for a Christmas ball.",The incorrigible children of Ashton Place,3-6,,"Fiction|Feral children|Balls (Parties)|Orphans|Governesses|Christmas|Humor (Fiction)|Juvenile Fiction|Juvenile fiction|Children's fiction|Short stories|Orphans, fiction|Parties, fiction|Christmas, fiction|Teachers, fiction|Children, fiction|Wild children|Etiquette, fiction|Christmas stories",267,,,,,"Fifteen-year-old Miss Penelope Lumley, a recent graduate of the Swanburne Academy for Poor Bright Females, is hired as governess to three young children who have been raised by wolves and must teach them to behave in a civilized manner quickly, in preparation for a Christmas ball.","Wild children -- Fiction. | Orphans -- Fiction. | Christmas -- Fiction | Parties -- Fiction. | Child care -- Fiction.|Fiction|Feral children|Balls (Parties)|Orphans|Governesses|Christmas|Humor (Fiction)|Juvenile Fiction|Juvenile fiction|Children's fiction|Short stories|Orphans, fiction|Parties, fiction|Christmas, fiction|Teachers, fiction|Children, fiction|Wild children|Etiquette, fiction|Christmas stories",267
Boom!,"Haddon, Mark",9780385751872,F Had,FIC,Science fiction | Extraterrestrial beings -- Fiction. | Interplanetary voyages -- Fiction.,"When Jim and Charlie overhear two of their teachers talking in a secret language and the two friends set out to solve the mystery, they do not expect the dire consequences of their actions.",,5.6,,"Children's fiction|Adventure and adventurers, fiction|Science fiction|Extraterrestrial beings|Fiction|Interplanetary voyages|Juvenile fiction|Aliens (Fictional characters)",,,,,,"When Jim and Charlie overhear two of their teachers talking in a secret language and the two friends set out to solve the mystery, they do not expect the dire consequences of their actions.","Science fiction | Extraterrestrial beings -- Fiction. | Interplanetary voyages -- Fiction.|Children's fiction|Adventure and adventurers, fiction|Science fiction|Extraterrestrial beings|Fiction|Interplanetary voyages|Juvenile fiction|Aliens (Fictional characters)",
The nightmarys,"Poblocki, Dan",9780375842566,F Pob,FIC,Fear -- Fiction. | Blessing and cursing -- Fiction | Occult fiction | School stories | Books and reading -- Fiction. | Horror fiction,Seventh-grader Timothy July and his new friend Abigail try to break a curse that is causing them and others to be tormented by their greatest fears brought to life.,,5.9,,"Books and reading|Supernatural|Blessing and cursing|Schools|Horror stories|Fear|Fiction|Juvenile fiction|Horror tales|Children's fiction|Fear, fiction|Supernatural, fiction|Schools, fiction|Books and reading, fiction",,,,,,Seventh-grader Timothy July and his new friend Abigail try to break a curse that is causing them and others to be tormented by their greatest fears brought to life.,"Fear -- Fiction. | Blessing and cursing -- Fiction | Occult fiction | School stories | Books and reading -- Fiction. | Horror fiction|Books and reading|Supernatural|Blessing and cursing|Schools|Horror stories|Fear|Fiction|Juvenile fiction|Horror tales|Children's fiction|Fear, fiction|Supernatural, fiction|Schools, fiction|Books and reading, fiction",
A good horse,"Smiley, Jane",9780375862298,F Smi,FIC,Horses -- Fiction. -- Training | Ranch life -- Fiction. -- California | Family life -- Fiction. -- California | Christian life -- Fiction. | Swindlers and swindling -- Fiction.,"On her family's California horse ranch in the 1960s, eighth-grader Abby Lovitt faces the possibility of giving up her beloved colt, Jack, when it comes to light that his dam might have been stolen.",,4.3,,"Fiction|Horses|Training|Christian life|Family life|Swindlers and swindling|Ranch life|History|Horses -- Training -- Fiction|Families|Juvenile fiction|Historical fiction|Children's fiction|Horses, fiction|Ranch life, fiction|Family life, fiction|Christian life, fiction|California, fiction|Crime, fiction",,,,,,"On her family's California horse ranch in the 1960s, eighth-grader Abby Lovitt faces the possibility of giving up her beloved colt, Jack, when it comes to light that his dam might have been stolen.","Horses -- Fiction. -- Training | Ranch life -- Fiction. -- California | Family life -- Fiction. -- California | Christian life -- Fiction. | Swindlers and swindling -- Fiction.|Fiction|Horses|Training|Christian life|Family life|Swindlers and swindling|Ranch life|History|Horses -- Training -- Fiction|Families|Juvenile fiction|Historical fiction|Children's fiction|Horses, fiction|Ranch life, fiction|Family life, fiction|Christian life, fiction|California, fiction|Crime, fiction",
The eternal ones  what if love refused to die?,"Miller, Kirsten 1973-",1595143084,F Mil,FIC,Reincarnation -- Fiction | Faith -- Fiction. | Fate and fatalism -- Fiction. | Fashion design -- Fiction. | Love stories,"Haven Moore, a high school girl living with her widowed mother and grandmother in Snopes, Tennessee, is plagued by visions of a past life in New York with a boy named Ethan, and when a series of circumstances force her to flee, she heads to the city in search of answers.",,Young Adult,,"Faith|Love|Reincarnation|Juvenile fiction|Fiction|Fashion design|Fate and fatalism|New York Times bestseller|nyt:chapter_books=2010-08-15|Love stories|Romance fiction|Children's fiction|Love, fiction|Fashion, fiction|Supernatural, fiction|New york (n.y.), fiction|Tennessee, fiction",,,,,,"Haven Moore, a high school girl living with her widowed mother and grandmother in Snopes, Tennessee, is plagued by visions of a past life in New York with a boy named Ethan, and when a series of circumstances force her to flee, she heads to the city in search of answers.","Reincarnation -- Fiction | Faith -- Fiction. | Fate and fatalism -- Fiction. | Fashion design -- Fiction. | Love stories|Faith|Love|Reincarnation|Juvenile fiction|Fiction|Fashion design|Fate and fatalism|New York Times bestseller|nyt:chapter_books=2010-08-15|Love stories|Romance fiction|Children's fiction|Love, fiction|Fashion, fiction|Supernatural, fiction|New york (n.y.), fiction|Tennessee, fiction",
The familiars,"Epstein, Adam Jay",0061961086,F Eps,FIC,Cats -- Fiction | Magic -- Fiction. | Wizards -- Fiction | Adventure fiction,"Three young wizards-in-training are kidnapped by an evil queen and their familiars -- Aldwyn the alley cat, Skylar, a know-it-all blue jay, and Gilbert a tree frog who can see the future -- set out on a dangerous journey to rescue the boys.",The familiars,5.0,,"magic|animals|fun|mystery|action|adventure|Wizards|Adventure stories|Adventure and adventurers|Juvenile fiction|Cats|Fiction|Fantasy|Children's fiction|Wizards, fiction|Kidnapping, fiction|Friendship, fiction|Adventure and adventurers, fiction|Magic, fiction|Fantasy fiction",,,,,,"Three young wizards-in-training are kidnapped by an evil queen and their familiars -- Aldwyn the alley cat, Skylar, a know-it-all blue jay, and Gilbert a tree frog who can see the future -- set out on a dangerous journey to rescue the boys.","Cats -- Fiction | Magic -- Fiction. | Wizards -- Fiction | Adventure fiction|magic|animals|fun|mystery|action|adventure|Wizards|Adventure stories|Adventure and adventurers|Juvenile fiction|Cats|Fiction|Fantasy|Children's fiction|Wizards, fiction|Kidnapping, fiction|Friendship, fiction|Adventure and adventurers, fiction|Magic, fiction|Fantasy fiction",
The Grimm Legacy,"Shulman, Polly",0399250964,F Shu,FIC,Magic -- Fiction. | Folklore -- Fiction. | Fairy tales -- Fiction. | Libraries -- Fiction. | Adventure fiction | Fantasy fiction,"New York high school student Elizabeth gets an after-school job as a page at the ""New-York Circulating Material Repository,"" and when she gains coveted access to its Grimm Collection of magical objects, she and the other pages are drawn into a series of frightening adventures involving mythical creatures and stolen goods.",,HL 600,,Magic|Adventure and adventurers|Fiction|Libraries|Fairy tales|Folklore|Juvenile fiction|Adventure stories|Fantasy,325,,,,,"New York high school student Elizabeth gets an after-school job as a page at the ""New-York Circulating Material Repository,"" and when she gains coveted access to its Grimm Collection of magical objects, she and the other pages are drawn into a series of frightening adventures involving mythical creatures and stolen goods.",Magic -- Fiction. | Folklore -- Fiction. | Fairy tales -- Fiction. | Libraries -- Fiction. | Adventure fiction | Fantasy fiction|Magic|Adventure and adventurers|Fiction|Libraries|Fairy tales|Folklore|Juvenile fiction|Adventure stories|Fantasy,325
Hawksmaid  the untold story of Robin Hood and Maid Marian,"Lasky, Kathryn",0060000716,F Las,FIC,Maid Marian (Legendary character) -- Fiction. | Falconry -- Fiction. | Birds of prey -- Fiction. | Animals -- Fiction | Robin Hood (Legendary character) -- Fiction | Middle Ages -- Fiction. | Historical fiction,"In twelfth-century England, Matty grows up to be a master falconer, able to communicate with the devoted birds who later help her and Fynn, also known as Robin Hood, to foil Prince John's plot to steal the crown.",,780,,"Fiction|Juvenile fiction|Robin Hood (Legendary character)|Maid Marian (Legendary character)|History|Birds of prey|Human-animal relationships|Falconry|Middle Ages|Juvenile Fiction|Historical fiction|Human-animal relationship|Maid Marian (Legendary character) Juvenile fiction|Maid Marian (Legendary character) Fiction|Falconry Fiction|Birds of prey Fiction|Middle Ages Fiction|Great Britain History John, 1199-1216 Juvenile fiction|Great Britain History John, 1199-1216 Fiction|Robin hood (legendary character), fiction",,,,,,"In twelfth-century England, Matty grows up to be a master falconer, able to communicate with the devoted birds who later help her and Fynn, also known as Robin Hood, to foil Prince John's plot to steal the crown.","Maid Marian (Legendary character) -- Fiction. | Falconry -- Fiction. | Birds of prey -- Fiction. | Animals -- Fiction | Robin Hood (Legendary character) -- Fiction | Middle Ages -- Fiction. | Historical fiction|Fiction|Juvenile fiction|Robin Hood (Legendary character)|Maid Marian (Legendary character)|History|Birds of prey|Human-animal relationships|Falconry|Middle Ages|Juvenile Fiction|Historical fiction|Human-animal relationship|Maid Marian (Legendary character) Juvenile fiction|Maid Marian (Legendary character) Fiction|Falconry Fiction|Birds of prey Fiction|Middle Ages Fiction|Great Britain History John, 1199-1216 Juvenile fiction|Great Britain History John, 1199-1216 Fiction|Robin hood (legendary character), fiction",
Julia Gillian (and the dream of the dog),"McGhee, Alison 1960-",0545033519,F McG,FIC,Dogs -- Fiction | Death -- Fiction. | Reading -- Fiction. | Middle schools -- Fiction. | School stories,"While trying to cope with more school work, including an assignment in her least favorite subject, reading, a sixth-grade girl faces her toughest challenge as her beloved dog--and lifelong companion--nears the end of his life.",,810,,"Fiction|Death|Middle schools|Dogs in fiction|Death in fiction|Schools in fiction|Middle schools in fiction|Reading in fiction|Schools|Reading|Dogs|Children's fiction|Dogs, fiction|Death, fiction|Schools, fiction|Reading, fiction|Juvenile fiction",,,,,,"While trying to cope with more school work, including an assignment in her least favorite subject, reading, a sixth-grade girl faces her toughest challenge as her beloved dog--and lifelong companion--nears the end of his life.","Dogs -- Fiction | Death -- Fiction. | Reading -- Fiction. | Middle schools -- Fiction. | School stories|Fiction|Death|Middle schools|Dogs in fiction|Death in fiction|Schools in fiction|Middle schools in fiction|Reading in fiction|Schools|Reading|Dogs|Children's fiction|Dogs, fiction|Death, fiction|Schools, fiction|Reading, fiction|Juvenile fiction",
Life as a ninja  an interactive history adventure,"Doeden, Matt",1429640278,F Doe,FIC,Ninja | Espionage | Plot-your-own stories,An interactive story in which the reader can choose their own adventure as they pretend to be a ninja in feudal Japan.,You choose books. Warriors,630,,"Juvenile literature|Ninjutsu|Ninja|Martial arts|Martial arts, juvenile literature|Athletes, juvenile literature|Athletes",,,,,,An interactive story in which the reader can choose their own adventure as they pretend to be a ninja in feudal Japan.,"Ninja | Espionage | Plot-your-own stories|Juvenile literature|Ninjutsu|Ninja|Martial arts|Martial arts, juvenile literature|Athletes, juvenile literature|Athletes",
A love story starring my dead best friend,"Horner, Emily",0803734204,F,FIC,Friendship -- Fiction. | Interpersonal relations -- Fiction. | Erotic fiction | Lesbians -- Fiction. | Love stories,"As she tries to sort out her feelings of love, seventeen-year-old Cass, a spunky math genius with an introverted streak, finds a way to memorialize her dead best friend.",,900,,Love|Sexual orientation|Fiction|Interpersonal relations|Lesbians|Friendship|Juvenile fiction|Romance fiction,,,,,,"As she tries to sort out her feelings of love, seventeen-year-old Cass, a spunky math genius with an introverted streak, finds a way to memorialize her dead best friend.",Friendship -- Fiction. | Interpersonal relations -- Fiction. | Erotic fiction | Lesbians -- Fiction. | Love stories|Love|Sexual orientation|Fiction|Interpersonal relations|Lesbians|Friendship|Juvenile fiction|Romance fiction,
Reckless,"Choyce, Lesley 1951-",1554692237,F Cho,FIC,Motorcycles -- Fiction. | Hermits -- Fiction. | Military desertion -- Fiction.,"A week after a crazy old man in the woods takes Josh's dirt bike, Josh decides to retrieve his bike from the old man he suspects is the hermit of Loggerman Creek.",Orca currents,HL 540,,"Teenage boys|Vietnam War, 1961-1975|Trail bikes|Veterans|Friendship|Fiction|Juvenile fiction|Vietnam War (1961-1975) fast (OCoLC)fst01431664|Teenagers|Military desertion|Hermits|Children's fiction|Vietnam war, 1961-1975, fiction|Friendship, fiction|Boys, fiction|Motorcycles, fiction",104,,,,,"A week after a crazy old man in the woods takes Josh's dirt bike, Josh decides to retrieve his bike from the old man he suspects is the hermit of Loggerman Creek.","Motorcycles -- Fiction. | Hermits -- Fiction. | Military desertion -- Fiction.|Teenage boys|Vietnam War, 1961-1975|Trail bikes|Veterans|Friendship|Fiction|Juvenile fiction|Vietnam War (1961-1975) fast (OCoLC)fst01431664|Teenagers|Military desertion|Hermits|Children's fiction|Vietnam war, 1961-1975, fiction|Friendship, fiction|Boys, fiction|Motorcycles, fiction",104
Secret speakers and the search for Selador's Gate,"Kingworth, K. S. R.",0980130352,F Kin,FIC,Young women -- Fiction. | Fantasy fiction,"Thirteen-year-old Fair O'Nelli has spent nine years living in a cellar, fearing her father and brother are dead, and when she is set free on her day of maidenhood, she and three guardians set off to find Selador's Gate, where she hopes to learn of her family's fate.",,Young Adult,,Fantasy|Fantasy fiction|Romance fiction,475,,,,,"Thirteen-year-old Fair O'Nelli has spent nine years living in a cellar, fearing her father and brother are dead, and when she is set free on her day of maidenhood, she and three guardians set off to find Selador's Gate, where she hopes to learn of her family's fate.",Young women -- Fiction. | Fantasy fiction|Fantasy|Fantasy fiction|Romance fiction,475
Toads and diamonds,"Tomlinson, Heather",0805089683,F Tom,FIC,Fairy tales | Stepfamilies -- Fiction. | Blessing and cursing -- Fiction,"A retelling of the Perrault fairy tale set in pre-colonial India, in which two stepsisters receive gifts from a goddess and each walks her own path to find her gift's purpose, discovering romance along the way.",,820,,"Fiction|Blessing and cursing|Fairy tales|Stepsisters|History|Stepsisters -- Fiction|Blessing and cursing -- Fiction|India -- History -- Fiction|Children's fiction|Stepfamilies, fiction|Sisters, fiction|India, fiction|Magic, fiction",,,,,,"A retelling of the Perrault fairy tale set in pre-colonial India, in which two stepsisters receive gifts from a goddess and each walks her own path to find her gift's purpose, discovering romance along the way.","Fairy tales | Stepfamilies -- Fiction. | Blessing and cursing -- Fiction|Fiction|Blessing and cursing|Fairy tales|Stepsisters|History|Stepsisters -- Fiction|Blessing and cursing -- Fiction|India -- History -- Fiction|Children's fiction|Stepfamilies, fiction|Sisters, fiction|India, fiction|Magic, fiction",
